full_date,weekday,mood,activities,note
2021-10-16,Samstag,Lausig,Variable02 | Variable04 | Variable05 | Variable07 | Variable08 | Variable10 | Variable11 | Chinesisch | Variable17 | Schlecht | Einkaufen,""
2021-10-17,Sonntag,Schlecht,Familie | Variable04 | Variable09 | Variable10 | Chinesisch | Schlecht | Restaurant,""
2021-10-18,Montag,Gut,Variable02 | Variable06 | Chinesisch | Variable18 | Mäßig | Arbeit | Mensa,""
2021-10-19,Dienstag,Lausig,Variable02 | Variable03 | Variable04 | Chinesisch | Arbeit | Schlecht | Rasiert,""
2021-10-20,Mittwoch,Lausig,Variable03 | Variable04 | Variable05 | Variable07 | Chinesisch | Mäßig | Arbeit | Wäsche | Einkaufen,""
2021-10-21,Donnerstag,Lausig,Familie | Variable02 | Variable03 | Variable04 | Variable07 | Variable11 | Chinesisch | Variable14 | Mäßig | Arbeit,""
2021-10-22,Freitag,Gut,Variable02 | Variable04 | Chinesisch | Variable15 | Variable19 | Arbeit | Schlecht | Einkaufen,""
2021-10-23,Samstag,Super,Variable02 | Variable04 | Variable05 | Variable07 | Variable11 | Chinesisch | Variable15 | Arbeit | Schlecht | Einkaufen,""
2021-10-24,Sonntag,Gut,Variable03 | Variable04 | Variable05 | Variable07 | Variable10 | Variable13 | Chinesisch | Variable14 | Mäßig | Arbeit | Wäsche | Rasiert,""
2021-10-25,Montag,Schlecht,Variable03 | Variable04 | Variable07 | Variable13 | Chinesisch | Variable15 | Variable17 | Variable19 | Mäßig | Arbeit,""
2021-10-26,Dienstag,Gut,Variable02 | Variable03 | Variable04 | Variable08 | Variable09 | Variable13 | Chinesisch | Variable14 | Variable17 | Mäßig | Arbeit | Einkaufen,""
2021-10-27,Mittwoch,Gut,Variable13 | Chinesisch | Variable15 | Variable17 | Mäßig | Arbeit | Mensa,""
2021-10-28,Donnerstag,Ok,Variable05 | Variable07 | Variable13 | Chinesisch | Variable14 | Variable15 | Variable17 | Mäßig | Arbeit | Mensa,""
2021-10-29,Freitag,Super,Variable02 | Variable03 | Variable04 | Variable05 | Variable08 | Variable13 | Chinesisch | Variable17 | Mäßig | Restaurant,""
2021-10-30,Samstag,Super,Variable02 | Variable04 | Variable06 | Variable08 | Chinesisch | Variable17 | Variable18 | Variable19 | Mäßig | Arbeit | Einkaufen | Rasiert,""
2021-10-31,Sonntag,Schlecht,Variable02 | Variable03 | Variable04 | Gut | Variable07 | Variable09 | Variable13 | Chinesisch | Variable14 | Variable18 | Schlafqualitaet,""
2021-11-01,Montag,Gut,Variable03 | Variable04 | Variable06 | Variable09 | Variable13 | Chinesisch | Variable14 | Mäßig | Arbeit | Wäsche | Einkaufen,""
2021-11-02,Dienstag,Super,Variable03 | Variable04 | Variable13 | Chinesisch | Mäßig | Arbeit | Mensa,""
2021-11-03,Mittwoch,Schlecht,Variable02 | Variable03 | Variable04 | Variable13 | Chinesisch | Variable15 | Variable17 | Mäßig | Arbeit | Mensa | Einkaufen,""
2021-11-04,Donnerstag,Gut,Familie | Variable02 | Variable03 | Variable04 | Variable08 | Variable09 | Variable13 | Chinesisch | Variable17 | Mäßig | Arbeit | Restaurant,""
2021-11-05,Freitag,Super,Variable02 | Variable03 | Variable05 | Variable08 | Variable13 | Chinesisch | Wäsche | Schlecht | Einkaufen | Rasiert | Restaurant,""
2021-11-06,Samstag,Gut,Variable02 | Variable04 | Variable05 | Variable07 | Variable13 | Variable14 | Mäßig | Einkaufen,""
2021-11-07,Sonntag,Gut,Variable02 | Variable04 | Variable06 | Variable07 | Variable08 | Variable09 | Variable13 | Chinesisch | Variable16 | Mäßig,""
2021-11-08,Montag,Gut,Variable02 | Variable10 | Variable13 | Chinesisch | Variable15 | Mäßig | Arbeit | Mensa | Einkaufen,""
2021-11-09,Dienstag,Schlecht,Variable02 | Variable04 | Variable13 | Chinesisch | Variable18 | Arbeit | Mensa | Schlecht | Longboard,""
2021-11-10,Mittwoch,Schlecht,Variable07 | Variable13 | Chinesisch | Variable14 | Variable15 | Variable17 | Mäßig,""
2021-11-11,Donnerstag,Schlecht,Variable02 | Variable13 | Chinesisch | Mäßig | Arbeit | Mensa,""
2021-11-12,Freitag,Schlecht,Variable02 | Variable05 | Variable13 | Chinesisch | Variable16 | Mäßig | Mensa | Wäsche,""
2021-11-13,Samstag,Ok,Variable02 | Variable03 | Variable04 | Gut | Variable07 | Chinesisch | Variable14 | Variable18 | Einkaufen | Schlafqualitaet,""
2021-11-14,Sonntag,Gut,Variable02 | Variable04 | Gut | Variable06 | Variable08 | Variable11 | Variable13 | Chinesisch | Variable15 | Variable17 | Schlafqualitaet,""
2021-11-15,Montag,Gut,Variable06 | Variable13 | Chinesisch | Variable15 | Variable17 | Mäßig | Arbeit | Mensa,""
2021-11-16,Dienstag,Ok,Variable04 | Variable13 | Chinesisch | Variable15 | Variable16 | Variable18 | Arbeit | Schlecht | Einkaufen,""
2021-11-17,Mittwoch,Gut,Variable02 | Variable04 | Variable07 | Variable08 | Variable13 | Chinesisch | Variable15 | Variable17 | Mäßig | Rasiert,""
2021-11-18,Donnerstag,Gut,Variable02 | Variable04 | Gut | Variable06 | Variable07 | Variable13 | Chinesisch | Variable14 | Variable18 | Schlafqualitaet,""
2021-11-19,Freitag,Ok,Variable02 | Variable04 | Variable07 | Variable12 | Variable13 | Chinesisch | Variable17 | Arbeit | Mensa | Schlecht | Einkaufen,""
2021-11-20,Samstag,Lausig,Variable02 | Variable03 | Variable04 | Gut | Variable07 | Variable12 | Variable13 | Chinesisch | Variable15 | Variable18 | Schlafqualitaet,""
2021-11-21,Sonntag,Gut,Variable02 | Variable03 | Variable04 | Gut | Variable06 | Variable07 | Variable12 | Variable13 | Chinesisch | Variable14 | Schlafqualitaet,""
2021-11-22,Montag,Schlecht,Variable02 | Variable03 | Variable04 | Variable06 | Variable07 | Variable09 | Variable13 | Chinesisch | Wäsche | Schlecht,""
2021-11-23,Dienstag,Lausig,Variable02 | Variable03 | Variable04 | Variable12 | Chinesisch | Mäßig | Arbeit | Mensa | Rasiert,""
2021-11-24,Mittwoch,Lausig,Variable02 | Variable03 | Variable04 | Variable05 | Variable06 | Variable07 | Variable08 | Variable12 | Variable13 | Chinesisch | Mäßig | Einkaufen,""
2021-11-25,Donnerstag,Schlecht,Variable02 | Variable03 | Variable04 | Variable05 | Gut | Variable06 | Variable08 | Variable13 | Chinesisch | Mensa | Schlafqualitaet,""
2021-11-26,Freitag,Ok,Variable02 | Variable04 | Variable05 | Gut | Variable06 | Variable08 | Variable11 | Variable12 | Chinesisch | Schlafqualitaet,""
2021-11-27,Samstag,Schlecht,Familie | Variable02 | Variable04 | Gut | Variable13 | Chinesisch | Einkaufen | Restaurant | Schlafqualitaet,""
2021-11-28,Sonntag,Lausig,Familie | Variable02 | Variable04 | Variable12 | Variable13 | Chinesisch | Variable16 | Arbeit | Schlecht | Rasiert,""
2021-11-29,Montag,Lausig,Variable04 | Schach | Variable07 | Variable12 | Variable13 | Chinesisch | Variable14 | Wäsche | Schlecht,""
2021-11-30,Dienstag,Lausig,Variable02 | Variable04 | Variable05 | Variable08 | Variable13 | Chinesisch | Schlecht,""
2021-12-01,Mittwoch,Lausig,Variable02 | Variable04 | Variable07 | Variable13 | Chinesisch | Variable16 | Mäßig | Einkaufen,""
2021-12-02,Donnerstag,Super,Variable02 | Variable04 | Variable05 | Variable07 | Variable12 | Variable13 | Chinesisch | Variable14 | Variable15 | Mäßig | Arbeit | Mensa,""
2021-12-03,Freitag,Super,Variable02 | Variable04 | Variable06 | Variable07 | Variable08 | Variable11 | Variable12 | Variable13 | Chinesisch | Mäßig,""
2021-12-04,Samstag,Ok,Variable02 | Variable04 | Variable07 | Variable12 | Variable13 | Chinesisch | Variable14 | Mäßig | Wäsche | Einkaufen,""
2021-12-05,Sonntag,Ok,Familie | Variable02 | Variable04 | Variable05 | Variable07 | Variable12 | Variable13 | Chinesisch | Variable15 | Mäßig,""
2021-12-06,Montag,Gut,Variable02 | Variable04 | Variable07 | Variable13 | Chinesisch | Variable15 | Variable16 | Mäßig | Rasiert,""
2021-12-07,Dienstag,Ok,Variable02 | Variable04 | Variable05 | Variable07 | Variable08 | Variable11 | Variable12 | Variable13 | Chinesisch | Variable14 | Variable15 | Mäßig | Arbeit | Mensa | Einkaufen,""
2021-12-08,Mittwoch,Lausig,Variable02 | Variable04 | Variable06 | Variable08 | Variable12 | Variable13 | Chinesisch | Variable15 | Variable16 | Mäßig | Arbeit,""
2021-12-09,Donnerstag,Lausig,Familie | Variable02 | Variable04 | Variable06 | Variable08 | Variable12 | Variable13 | Arbeit | Schlecht,""
2021-12-10,Freitag,Lausig,Variable02 | Variable04 | Variable07 | Variable13 | Chinesisch | Mäßig | Mensa,""
2021-12-11,Samstag,Lausig,Familie | Variable02 | Variable04 | Variable07 | Chinesisch | Schlecht,""
2021-12-12,Sonntag,Gut,Variable02 | Variable03 | Variable04 | Variable05 | Variable06 | Variable08 | Variable13 | Chinesisch | Variable14 | Variable15 | Wäsche | Schlecht | Rasiert,""
2021-12-13,Montag,Gut,Variable02 | Variable03 | Variable04 | Variable05 | Variable07 | Variable13 | Chinesisch | Variable14 | Variable18 | Schlecht,""
2021-12-14,Dienstag,Lausig,Variable02 | Variable03 | Variable04 | Variable07 | Variable12 | Chinesisch | Arbeit | Schlecht | Einkaufen,""
2021-12-15,Mittwoch,Lausig,Variable02 | Schach | Variable06 | Variable07 | Variable08 | Variable13 | Chinesisch | Schlecht,""
2021-12-16,Donnerstag,Lausig,Variable02 | Variable03 | Variable05 | Schach | Variable07 | Chinesisch | Variable14 | Schlecht,""
2021-12-17,Freitag,Schlecht,Variable03 | Variable05 | Variable06 | Variable07 | Chinesisch | Mäßig,""
2021-12-18,Samstag,Gut,Variable02 | Variable04 | Variable05 | Schach | Variable06 | Variable07 | Variable10 | Variable12 | Chinesisch | Variable14 | Mäßig | Arbeit | Einkaufen,""
2021-12-19,Sonntag,Ok,Variable02 | Variable04 | Variable05 | Schach | Variable07 | Variable13 | Chinesisch | Variable14 | Mäßig,""
2021-12-20,Montag,Lausig,Variable02 | Variable03 | Variable04 | Schach | Gut | Variable07 | Chinesisch | Variable14 | Variable17 | Wäsche | Einkaufen | Schlafqualitaet,""
2021-12-21,Dienstag,Gut,Variable02 | Variable03 | Variable04 | Variable06 | Variable08 | Variable13 | Chinesisch | Variable15 | Variable17 | Mäßig | Arbeit | Rasiert,""
2021-12-22,Mittwoch,Gut,Variable02 | Variable03 | Variable04 | Variable07 | Variable08 | Variable12 | Variable13 | Chinesisch | Variable14 | Variable17 | Arbeit | Schlecht,""
2021-12-23,Donnerstag,Lausig,Variable02 | Variable03 | Variable04 | Variable07 | Variable12 | Chinesisch | Mäßig | Arbeit | Einkaufen,""
2021-12-24,Freitag,Ok,Familie | Variable02 | Variable04 | Schach | Gut | Chinesisch | Schlafqualitaet,""
2021-12-25,Samstag,Gut,Familie | Variable02 | Variable03 | Variable04 | Schach | Variable06 | Variable08 | Variable10 | Variable12 | Chinesisch | Wäsche | Schlecht,""
2021-12-26,Sonntag,Gut,Variable02 | Variable04 | Schach | Variable06 | Variable07 | Variable08 | Chinesisch | Mäßig | Rasiert,""
2021-12-27,Montag,Super,Variable02 | Variable03 | Schach | Variable07 | Variable12 | Chinesisch | Mäßig | Arbeit,""
2021-12-28,Dienstag,Super,Variable02 | Variable03 | Variable04 | Schach | Variable07 | Chinesisch | Variable17 | Arbeit | Schlecht,""
2021-12-29,Mittwoch,Super,Variable02 | Variable04 | Variable08 | Chinesisch | Variable15 | Variable17 | Mäßig | Arbeit,""
2021-12-30,Donnerstag,Ok,Variable02 | Variable03 | Variable04 | Variable07 | Chinesisch | Variable16 | Mäßig | Arbeit | Einkaufen,""
2021-12-31,Freitag,Schlecht,Variable02 | Variable04 | Schach | Variable07 | Variable13 | Mäßig,""
2022-01-01,Samstag,Gut,Variable02 | Variable04 | Schach | Gut | Variable07 | Variable13 | Chinesisch | Variable14 | Wäsche | Schlafqualitaet,""
2022-01-02,Sonntag,Ok,Variable02 | Variable04 | Variable06 | Variable08 | Variable13 | Chinesisch | Mäßig,""
2022-01-03,Montag,Gut,Variable02 | Variable04 | Variable13 | Chinesisch | Variable18 | Mäßig | Einkaufen | Rasiert | Restaurant,""
2022-01-04,Dienstag,Gut,Variable02 | Variable07 | Variable11 | Variable12 | Variable13 | Chinesisch | Variable15 | Arbeit | Schlecht,""
2022-01-05,Mittwoch,Lausig,Familie | Variable02 | Variable06 | Variable08 | Schlecht,""
2022-01-06,Donnerstag,Lausig,Variable02 | Variable07 | Chinesisch | Variable17 | Arbeit | Schlecht | Einkaufen,""
2022-01-07,Freitag,Lausig,Variable02 | Variable03 | Variable04 | Variable07 | Variable08 | Variable13 | Chinesisch | Variable18 | Mäßig | Wäsche,""
2022-01-08,Samstag,Schlecht,Variable02 | Variable03 | Variable04 | Variable05 | Schach | Variable07 | Variable08 | Variable12 | Variable13 | Chinesisch | Variable16 | Mäßig,""
2022-01-09,Sonntag,Super,Variable02 | Variable04 | Variable08 | Variable12 | Variable13 | Chinesisch | Variable14 | Variable16 | Mäßig | Arbeit,""
2022-01-10,Montag,Super,Variable02 | Variable04 | Schach | Variable06 | Variable07 | Variable08 | Variable12 | Variable13 | Chinesisch | Variable17 | Variable19 | Mäßig | Arbeit | Wäsche | Rasiert,""
2022-01-11,Dienstag,Super,Variable02 | Variable05 | Schach | Variable07 | Variable11 | Variable12 | Variable13 | Chinesisch | Variable15 | Variable16 | Mäßig | Arbeit | Einkaufen,""
2022-01-12,Mittwoch,Super,Variable02 | Variable04 | Variable05 | Schach | Variable07 | Variable13 | Chinesisch | Mäßig,""
2022-01-13,Donnerstag,Super,Variable02 | Variable04 | Variable08 | Variable10 | Variable16 | Variable18 | Mäßig | Arbeit | Einkaufen | Ausflug,""
2022-01-14,Freitag,Gut,Variable02 | Variable04 | Variable08 | Variable13 | Chinesisch | Mäßig | Einkaufen | Ausflug,""
2022-01-15,Samstag,Super,Variable04 | Variable05 | Schach | Variable07 | Variable16 | Variable17 | Mäßig | Einkaufen | Rasiert,""
2022-01-16,Sonntag,Ok,Variable04 | Variable05 | Variable08 | Variable13 | Chinesisch | Variable16 | Mäßig,""
2022-01-17,Montag,Ok,Variable05 | Schach | Variable07 | Variable13 | Chinesisch | Variable15 | Schlecht,""
2022-01-18,Dienstag,Ok,Variable04 | Variable05 | Variable06 | Variable08 | Variable09 | Variable13 | Chinesisch | Mäßig | Arbeit,""
2022-01-19,Mittwoch,Schlecht,Variable05 | Variable07 | Variable08 | Variable13 | Chinesisch | Variable15 | Variable17 | Mäßig | Einkaufen,""
2022-01-20,Donnerstag,Super,Variable07 | Variable12 | Variable13 | Chinesisch | Mäßig | Arbeit | Rasiert,""
2022-01-21,Freitag,Ok,Variable04 | Gut | Variable07 | Variable12 | Variable13 | Chinesisch | Friseur | Schlafqualitaet,""
2022-01-22,Samstag,Gut,Schach | Variable06 | Variable07 | Variable08 | Variable12 | Variable13 | Chinesisch | Mäßig,""
2022-01-23,Sonntag,Super,Schach | Gut | Variable07 | Variable09 | Variable12 | Variable13 | Chinesisch | Variable14 | Variable16 | Variable17 | Wäsche | Schlafqualitaet,""
2022-01-24,Montag,Gut,Variable04 | Schach | Gut | Variable07 | Variable12 | Variable13 | Chinesisch | Einkaufen | Schlafqualitaet,""
2022-01-25,Dienstag,Lausig,Schach | Variable07 | Variable08 | Variable13 | Chinesisch | Variable14 | Schlecht | Einkaufen,""
2022-01-26,Mittwoch,Lausig,Variable04 | Variable05 | Schach | Gut | Variable08 | Variable13 | Variable15 | Rasiert | Schlafqualitaet,""
2022-01-27,Donnerstag,Lausig,Variable04 | Variable05 | Variable07 | Variable08 | Variable13 | Chinesisch | Variable15 | Variable17 | Arbeit | Schlecht,""
2022-01-28,Freitag,Lausig,Variable04 | Variable05 | Schach | Gut | Variable08 | Variable13 | Variable17 | Arbeit | Schlafqualitaet,""
2022-01-29,Samstag,Lausig,Variable04 | Schach | Variable07 | Variable08 | Variable13 | Chinesisch | Mäßig | Arbeit | Einkaufen,""
2022-01-30,Sonntag,Lausig,Variable04 | Gut | Variable07 | Variable13 | Chinesisch | Variable14 | Variable15 | Variable16 | Rasiert | Schlafqualitaet,""
2022-01-31,Montag,Schlecht,Variable04 | Variable06 | Variable13 | Chinesisch | Variable16 | Mäßig | Arbeit,""
2022-02-01,Dienstag,Super,Variable04 | Variable07 | Variable08 | Variable11 | Variable17 | Variable18 | Mäßig | Arbeit | Wäsche | Einkaufen,""
2022-02-02,Mittwoch,Super,Variable04 | Variable08 | Variable13 | Chinesisch | Variable17 | Variable19 | Mäßig | Arbeit | Wäsche,""
2022-02-03,Donnerstag,Super,Variable04 | Variable05 | Variable06 | Variable08 | Chinesisch | Variable17 | Variable18 | Variable19 | Mäßig | Arbeit,""
2022-02-04,Freitag,Ok,Variable04 | Schach | Gut | Variable07 | Variable13 | Chinesisch | Variable14 | Variable17 | Arbeit | Einkaufen | Schlafqualitaet,""
2022-02-05,Samstag,Lausig,Variable03 | Variable04 | Schach | Gut | Variable07 | Variable11 | Chinesisch | Variable14 | Variable17 | Schlafqualitaet,""
2022-02-06,Sonntag,Gut,Variable04 | Variable05 | Schach | Gut | Variable07 | Variable13 | Chinesisch | Variable18 | Schlafqualitaet,""
2022-02-07,Montag,Schlecht,Variable05 | Schach | Variable08 | Variable13 | Variable15 | Variable17 | Variable18 | Variable19 | Mäßig | Rasiert,""
2022-02-08,Dienstag,Lausig,Variable04 | Variable05 | Schach | Variable07 | Variable08 | Chinesisch | Variable15 | Variable17 | Mäßig | Arbeit | Einkaufen,""
2022-02-09,Mittwoch,Gut,Variable04 | Variable05 | Variable07 | Variable08 | Chinesisch | Variable18 | Mäßig | Arbeit,""
2022-02-10,Donnerstag,Super,Variable04 | Variable05 | Variable07 | Variable08 | Variable09 | Chinesisch | Variable14 | Variable15 | Variable16 | Variable17 | Mäßig | Arbeit | Einkaufen,""
2022-02-11,Freitag,Super,Variable04 | Variable05 | Schach | Variable08 | Variable13 | Chinesisch | Variable17 | Mäßig | Einkaufen,""
2022-02-12,Samstag,Lausig,Variable03 | Variable04 | Variable05 | Schach | Variable07 | Variable09 | Variable10 | Variable13 | Chinesisch | Variable14 | Variable16 | Mäßig,""
2022-02-13,Sonntag,Schlecht,Variable04 | Variable05 | Gut | Variable07 | Variable09 | Variable13 | Chinesisch | Variable15 | Variable16 | Arbeit | Wäsche | Schlafqualitaet,""
2022-02-14,Montag,Gut,Variable05 | Gut | Variable07 | Variable08 | Variable09 | Variable13 | Chinesisch | Variable14 | Variable15 | Variable17 | Variable18 | Arbeit | Schlafqualitaet,""
2022-02-15,Dienstag,Ok,Variable04 | Variable07 | Variable13 | Chinesisch | Variable14 | Variable15 | Variable16 | Mäßig | Arbeit,""
2022-02-16,Mittwoch,Ok,Variable04 | Variable05 | Variable13 | Chinesisch | Variable15 | Mäßig | Friseur | Mensa | Einkaufen | Rasiert,""
2022-02-17,Donnerstag,Gut,Variable04 | Schach | Variable07 | Variable12 | Variable13 | Chinesisch | Variable16 | Variable17 | Arbeit | Mensa | Schlecht | Rasiert,""
2022-02-18,Freitag,Super,Variable04 | Variable05 | Schach | Variable06 | Variable08 | Variable15 | Variable17 | Variable19 | Mäßig | Arbeit,""
2022-02-19,Samstag,Super,Familie | Variable04 | Schach | Variable13 | Chinesisch | Mäßig | Einkaufen | Restaurant,""
2022-02-20,Sonntag,Super,Familie | Variable04 | Schach | Gut | Variable07 | Variable08 | Variable09 | Variable13 | Chinesisch | Schlafqualitaet,""
2022-02-21,Montag,Super,Variable04 | Schach | Variable07 | Variable09 | Variable10 | Variable13 | Chinesisch | Variable14 | Variable15 | Mäßig | Einkaufen,""
2022-02-22,Dienstag,Super,Variable04 | Variable05 | Gut | Variable07 | Variable09 | Variable11 | Variable13 | Variable14 | Variable15 | Arbeit | Schlafqualitaet,""
2022-02-23,Mittwoch,Super,Variable04 | Variable07 | Variable08 | Chinesisch | Variable17 | Variable18 | Mäßig | Arbeit | Einkaufen,""
2022-02-24,Donnerstag,Gut,Variable05 | Chinesisch | Variable17 | Variable19 | Mäßig | Arbeit | Mensa,""
2022-02-25,Freitag,Gut,Variable02 | Variable04 | Gut | Variable08 | Chinesisch | Ausflug | Schlafqualitaet,""
2022-02-26,Samstag,Super,Variable02 | Variable04 | Variable08 | Mäßig | Wäsche | Einkaufen,""
2022-02-27,Sonntag,Super,Variable02 | Variable04 | Variable05 | Gut | Variable07 | Variable09 | Variable14 | Arbeit | Schlafqualitaet,""
2022-02-28,Montag,Super,Variable02 | Variable04 | Gut | Variable07 | Variable08 | Variable13 | Chinesisch | Schlafqualitaet,""
2022-03-01,Dienstag,Super,Variable02 | Variable04 | Variable15 | Mäßig | Arbeit | Mensa,""
2022-03-02,Mittwoch,Gut,Variable02 | Variable03 | Variable04 | Variable10 | Chinesisch | Variable19 | Mäßig | Einkaufen | Restaurant,""
2022-03-03,Donnerstag,Lausig,Familie | Variable02 | Variable05 | Gut | Arbeit | Mensa | Restaurant | Schlafqualitaet,""
2022-03-04,Freitag,Ok,Familie | Variable02 | Variable03 | Variable04 | Variable05 | Schach | Variable08 | Variable11 | Variable16 | Variable17 | Mäßig,""
2022-03-05,Samstag,Super,Variable04 | Variable05 | Schach | Variable07 | Chinesisch | Variable14 | Variable16 | Mäßig | Arbeit | Einkaufen,""
2022-03-06,Sonntag,Super,Variable04 | Variable05 | Gut | Variable07 | Variable09 | Variable13 | Chinesisch | Variable14 | Arbeit | Schlafqualitaet,""
2022-03-07,Montag,Ok,Variable03 | Variable04 | Variable05 | Gut | Chinesisch | Variable17 | Arbeit | Mensa | Schlafqualitaet,""
2022-03-08,Dienstag,Schlecht,Variable05 | Variable11 | Chinesisch | Variable17 | Mäßig | Arbeit | Mensa,""
2022-03-09,Mittwoch,Gut,Variable03 | Variable04 | Variable06 | Variable10 | Chinesisch | Variable16 | Variable17 | Arbeit | Mensa | Schlecht | Rasiert,""
2022-03-10,Donnerstag,Ok,Variable04 | Variable07 | Variable08 | Variable10 | Variable15 | Variable16 | Variable17 | Arbeit | Mensa | Schlecht | Einkaufen,""
2022-03-11,Freitag,Schlecht,Variable03 | Variable04 | Schach | Variable08 | Mäßig | Arbeit | Wäsche,""
2022-03-12,Samstag,Lausig,Variable03 | Variable04 | Variable05 | Variable07 | Chinesisch | Variable14 | Variable16 | Variable17 | Mäßig | Arbeit,""
2022-03-13,Sonntag,Gut,Variable04 | Variable05 | Variable07 | Variable10 | Variable11 | Chinesisch | Variable16 | Mäßig | Arbeit,""
2022-03-14,Montag,Super,Variable04 | Schach | Variable09 | Variable13 | Variable16 | Mäßig | Mensa | Einkaufen,""
2022-03-15,Dienstag,Gut,Variable04 | Variable05 | Variable08 | Variable10 | Variable11 | Chinesisch | Variable15 | Variable17 | Mäßig | Arbeit | Wäsche | Einkaufen,""
2022-03-16,Mittwoch,Ok,Variable03 | Variable04 | Variable05 | Variable06 | Variable07 | Variable08 | Variable09 | Chinesisch | Variable14 | Mäßig | Arbeit,""
2022-03-17,Donnerstag,Ok,Variable04 | Variable09 | Mäßig | Arbeit | Mensa | Rasiert,""
2022-03-18,Freitag,Ok,Variable04 | Schach | Variable07 | Variable08 | Variable14 | Variable16 | Variable18 | Variable19 | Mäßig | Einkaufen,""
2022-03-19,Samstag,Gut,Familie | Variable05 | Schach | Variable06 | Variable07 | Variable08 | Variable13 | Variable14 | Variable16 | Mäßig | Restaurant | Longboard,""
2022-03-20,Sonntag,Super,Variable04 | Variable05 | Schach | Gut | Variable07 | Variable09 | Variable10 | Variable11 | Variable13 | Chinesisch | Variable14 | Variable16 | Schlafqualitaet,""
2022-03-21,Montag,Lausig,Variable04 | Schach | Variable07 | Variable13 | Chinesisch | Variable16 | Wäsche | Schlecht | Einkaufen | Rasiert,""
2022-03-22,Dienstag,Lausig,Familie | Variable04 | Schach | Variable09 | Variable15 | Variable16 | Variable17 | Mäßig | Arbeit | Mensa,""
2022-03-23,Mittwoch,Lausig,Variable04 | Schach | Variable07 | Variable09 | Variable12 | Variable13 | Chinesisch | Variable14 | Variable16 | Variable17 | Arbeit | Schlecht,""
2022-03-24,Donnerstag,Schlecht,Variable04 | Schach | Variable08 | Variable09 | Variable12 | Variable13 | Variable15 | Variable16 | Variable17 | Mäßig | Arbeit,""
2022-03-25,Freitag,Lausig,Variable04 | Schach | Variable06 | Variable08 | Variable09 | Variable13 | Variable16 | Mäßig | Friseur | Rasiert,""
2022-03-26,Samstag,Lausig,Variable04 | Schach | Gut | Variable07 | Variable08 | Variable09 | Variable10 | Variable12 | Variable13 | Chinesisch | Variable14 | Variable16 | Variable17 | Einkaufen | Schlafqualitaet,""
2022-03-27,Sonntag,Gut,Variable04 | Schach | Gut | Variable07 | Variable08 | Variable09 | Variable13 | Variable14 | Variable15 | Variable16 | Wäsche | Schlafqualitaet,""
2022-03-28,Montag,Gut,Schach | Variable06 | Variable07 | Variable08 | Variable09 | Variable13 | Variable16 | Mäßig | Arbeit | Einkaufen,""
2022-03-29,Dienstag,Gut,Variable04 | Schach | Variable09 | Variable13 | Variable16 | Arbeit | Mensa | Schlecht,""
2022-03-30,Mittwoch,Ok,Schach | Variable08 | Variable09 | Variable10 | Variable13 | Variable16 | Variable18 | Variable19 | Mäßig | Wäsche,""
2022-03-31,Donnerstag,Lausig,Familie | Variable04 | Schach | Variable08 | Variable13 | Variable16 | Variable19 | Schlecht | Rasiert | Restaurant | Klausur,""
2022-04-01,Freitag,Ok,Familie | Variable02 | Variable06 | Variable08 | Variable13 | Chinesisch | Variable18 | Schlecht | Ausflug | Restaurant,""
2022-04-02,Samstag,Super,Variable02 | Variable04 | Schach | Variable07 | Chinesisch | Mäßig | Einkaufen | Ausflug | Restaurant,""
2022-04-03,Sonntag,Super,Variable02 | Variable04 | Gut | Variable09 | Chinesisch | Ausflug | Restaurant | Schlafqualitaet,""
2022-04-04,Montag,Super,Variable02 | Variable04 | Schach | Variable07 | Variable13 | Chinesisch | Mäßig | Arbeit | Ausflug,""
2022-04-05,Dienstag,Lausig,Variable02 | Variable04 | Schach | Gut | Variable06 | Variable08 | Variable09 | Chinesisch | Variable17 | Ausflug | Schlafqualitaet,""
2022-04-06,Mittwoch,Lausig,Variable02 | Variable04 | Schach | Variable06 | Variable08 | Variable09 | Chinesisch | Mäßig | Wäsche | Einkaufen | Ausflug,""
2022-04-07,Donnerstag,Lausig,Variable02 | Variable04 | Schach | Variable07 | Variable08 | Mäßig | Rasiert | Ausflug,""
2022-04-08,Freitag,Lausig,Variable02 | Variable04 | Schach | Variable07 | Variable09 | Chinesisch | Mäßig | Einkaufen | Ausflug,""
2022-04-09,Samstag,Gut,Variable02 | Variable04 | Schach | Chinesisch | Mäßig | Einkaufen | Ausflug,""
2022-04-10,Sonntag,Schlecht,Familie | Variable02 | Variable03 | Variable04 | Schach | Variable12 | Variable13 | Chinesisch | Variable19 | Mäßig | Einkaufen | Ausflug | Restaurant,""
2022-04-11,Montag,Lausig,Familie | Variable04 | Schach | Gut | Variable07 | Einkaufen | Schlafqualitaet,""
2022-04-12,Dienstag,Schlecht,Variable04 | Schach | Variable06 | Variable07 | Variable08 | Chinesisch | Schlecht,""
2022-04-13,Mittwoch,Ok,Variable04 | Variable05 | Schach | Variable06 | Variable08 | Variable09 | Variable14 | Variable18 | Mäßig | Arbeit,""
2022-04-14,Donnerstag,Schlecht,Variable04 | Schach | Variable07 | Variable08 | Variable09 | Chinesisch | Mäßig,""
2022-04-15,Freitag,Lausig,Variable04 | Variable07 | Variable09 | Variable10 | Chinesisch | Variable14 | Mäßig | Rasiert,""
